id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
425,Latlux,Vegan,Cheep,Lakeland,1:48 AM,3,true
426,Bitchip,American,Cheep,Coleman,3:52 PM,5,false
427,Bytecard,Mediterranean,Cheep,Amoth,9:29 AM,4,true
428,Opela,Japanese,Cheep,Sutteridge,6:52 PM,5,true
429,Pannier,Vegan,Medium,Dexter,11:16 AM,3,true
430,Kanlam,Vegan,Medium,Oakridge,7:27 AM,2,false
431,Domainer,Korean,Cheep,Oakridge,9:29 AM,4,true
432,Viva,Vegan,Cheep,Hintze,10:07 AM,1,false
433,Y-find,French,Cheep,Fieldstone,7:59 PM,1,true
434,Solarbreeze,Vegan,Medium,Stang,8:49 PM,3,true
435,Duobam,Mexican,Expensive,Fieldstone,7:15 PM,3,true
436,Gembucket,Chinese,Cheep,Raven,7:39 PM,5,false
437,Zamit,Mediterranean,Expensive,Dovetail,3:42 PM,2,true
438,Y-Solowarm,Italian,Expensive,Montana,1:25 AM,1,false
439,Bytecard,Indian,Expensive,Washington,11:45 AM,2,false
440,Namfix,Korean,Expensive,Barnett,1:38 PM,4,false
441,Cardguard,Japanese,Expensive,Manitowish,11:02 AM,2,true
442,Ronstring,Indian,Medium,Express,1:22 AM,1,false
443,Transcof,Thai,Medium,Kropf,6:55 PM,5,false
444,Redhold,Chinese,Cheep,Macpherson,6:25 PM,2,true
445,Stronghold,Mexican,Expensive,Chive,10:34 AM,4,true
446,Zontrax,Italian,Expensive,Sunnyside,11:40 PM,3,true
447,Y-find,Mediterranean,Cheep,Bowman,7:22 PM,4,false
448,Voltsillam,Italian,Expensive,Summit,4:56 PM,4,true
449,Ronstring,American,Expensive,Farwell,1:08 AM,4,false
450,Konklab,Japanese,Expensive,Charing Cross,2:10 PM,3,true
451,Lotlux,French,Medium,Washington,1:43 PM,1,false
452,Tresom,Italian,Cheep,Northland,7:02 AM,5,true
453,Rank,Mediterranean,Medium,Charing Cross,5:56 AM,4,true
454,Zontrax,American,Expensive,Burrows,1:18 PM,3,false
455,Bamity,Japanese,Medium,Kedzie,1:21 AM,4,false
456,Ventosanzap,Japanese,Cheep,Marcy,10:51 AM,1,false
457,Subin,Indian,Expensive,Haas,2:17 PM,1,true
458,Ronstring,French,Expensive,Corben,8:51 PM,3,false
459,Solarbreeze,Mediterranean,Medium,Daystar,9:36 AM,5,true
460,Cardguard,Italian,Expensive,Grayhawk,8:30 PM,3,false
461,Rank,Chinese,Medium,Pond,11:31 PM,4,false
462,Vagram,Mexican,Cheep,Mifflin,8:18 AM,1,true
463,Y-Solowarm,Thai,Cheep,Delaware,10:57 PM,1,true
464,Alphazap,Mexican,Medium,Sommers,2:46 PM,3,true
465,Tin,French,Expensive,International,8:03 AM,3,true
466,Regrant,Japanese,Expensive,Loeprich,1:52 AM,4,true
467,Hatity,French,Medium,1st,11:33 AM,2,true
468,Aerified,Korean,Medium,Vermont,10:03 AM,2,true
469,Holdlamis,Thai,Expensive,Hoepker,7:02 PM,5,false
470,Subin,Italian,Medium,Manitowish,6:39 AM,5,false
471,Zaam-Dox,Korean,Medium,Superior,4:56 PM,5,true
472,It,Thai,Cheep,Meadow Ridge,1:15 AM,3,true
473,Keylex,Italian,Expensive,Spohn,7:59 AM,2,true
474,Konklux,Thai,Medium,Caliangt,5:23 AM,1,true
475,Aerified,Mexican,Expensive,Elgar,2:31 AM,3,true
476,Ventosanzap,Mediterranean,Expensive,Stone Corner,12:17 AM,3,true
477,Voltsillam,Vegan,Medium,Mendota,1:39 PM,1,true
478,Tampflex,Italian,Expensive,Shoshone,11:17 AM,3,false
479,Job,Chinese,Cheep,Mccormick,1:56 AM,2,true
480,Fintone,Mexican,Expensive,1st,4:30 AM,1,true
481,Vagram,Italian,Expensive,Almo,3:49 AM,1,false
482,Matsoft,Thai,Expensive,Lukken,1:19 PM,1,true
483,Zaam-Dox,Vegan,Medium,Prairieview,3:49 PM,4,false
484,Tin,Italian,Medium,Declaration,7:50 PM,4,true
485,Daltfresh,American,Expensive,Dawn,4:35 PM,4,false
486,Matsoft,Mediterranean,Expensive,American,10:36 AM,2,false
487,Quo Lux,Italian,Medium,Nobel,7:00 AM,1,true
488,Zathin,Indian,Expensive,Eggendart,9:59 PM,5,false
489,Zoolab,Vegan,Cheep,Sunbrook,5:12 AM,1,true
490,Gembucket,American,Medium,Sutherland,3:03 PM,2,false
491,Zoolab,Vegan,Cheep,Merrick,1:18 PM,1,true
492,Solarbreeze,Mediterranean,Expensive,West,7:20 AM,4,false
493,Stronghold,American,Expensive,Oneill,9:59 AM,5,true
494,Latlux,Indian,Expensive,Sherman,12:13 AM,5,true
495,Keylex,Indian,Medium,Eagle Crest,7:04 PM,1,true
496,Alpha,Italian,Expensive,Montana,2:19 AM,4,true
497,Domainer,French,Medium,Stephen,8:31 AM,3,true
498,Greenlam,Thai,Expensive,Manufacturers,2:22 PM,5,true
499,Temp,Italian,Cheep,Duke,10:37 AM,1,false
500,Tres-Zap,Chinese,Expensive,Prentice,6:51 AM,2,true
501,Ronstring,American,Medium,Texas,11:38 AM,1,false
502,Keylex,American,Cheep,Rockefeller,5:27 PM,2,false
503,Overhold,Mexican,Medium,Eagle Crest,1:04 AM,5,false
504,Toughjoyfax,Mediterranean,Expensive,Westend,5:48 PM,5,true
505,Voyatouch,Vegan,Medium,Hagan,6:58 PM,3,true
506,Cardify,Korean,Medium,Scoville,9:37 PM,2,true
507,Alphazap,Japanese,Cheep,Westridge,10:50 AM,5,false
508,Konklab,French,Medium,Dennis,6:37 AM,3,false
509,Latlux,French,Medium,Goodland,12:12 PM,3,true
510,Flexidy,French,Medium,Kedzie,11:05 AM,3,true
511,Alpha,Italian,Expensive,Lake View,11:40 AM,3,false
512,Transcof,Italian,Cheep,Superior,12:35 PM,3,false
513,Daltfresh,Japanese,Expensive,Prentice,4:23 AM,1,false
514,Tin,Mediterranean,Expensive,Kingsford,12:19 AM,4,true
515,Cardguard,Thai,Cheep,Bartelt,4:57 AM,2,true
516,Overhold,Japanese,Medium,Oxford,4:55 AM,5,true
517,Bitwolf,Korean,Expensive,Prairie Rose,5:16 PM,5,false
518,Temp,Mediterranean,Expensive,Upham,12:28 AM,2,true
519,Konklab,Japanese,Cheep,Magdeline,7:07 AM,5,false
520,Y-Solowarm,Thai,Expensive,Crescent Oaks,9:24 AM,2,false
521,Lotstring,Mediterranean,Expensive,Hanover,10:30 AM,1,true
522,Treeflex,Mediterranean,Expensive,Montana,3:35 AM,2,false
523,Tres-Zap,Mediterranean,Medium,Chive,11:52 PM,1,false
524,Matsoft,Korean,Medium,Myrtle,9:07 PM,3,true
525,Sonsing,Mediterranean,Expensive,Esch,3:30 AM,3,true
526,Daltfresh,Japanese,Cheep,Mcguire,10:15 PM,3,true
527,Y-find,Italian,Cheep,Hollow Ridge,4:43 AM,3,true
528,Asoka,Vegan,Cheep,Pine View,1:30 AM,5,true
529,Overhold,Vegan,Medium,Kedzie,12:26 PM,2,true
530,Opela,Thai,Expensive,Declaration,3:18 AM,5,true
531,Opela,Mexican,Medium,School,4:41 AM,5,false
532,Alpha,Mexican,Medium,Schurz,2:02 PM,2,false
533,Subin,Thai,Expensive,Old Gate,3:16 AM,4,false
534,Span,Chinese,Cheep,Jay,11:15 PM,4,false
535,Y-Solowarm,Italian,Medium,Larry,11:24 PM,3,true
536,Aerified,Mexican,Medium,Harper,7:15 PM,5,true
537,It,Korean,Cheep,Mesta,4:06 PM,2,true
538,Rank,Italian,Expensive,Melvin,11:19 PM,1,true
539,Zathin,Thai,Expensive,Forster,3:22 AM,2,false
540,Cardguard,Indian,Cheep,Dwight,12:44 PM,3,true
541,Zoolab,Italian,Cheep,Rieder,7:28 AM,2,false
542,Pannier,Chinese,Expensive,Chinook,6:18 AM,2,true
543,Zoolab,Vegan,Medium,Nobel,7:39 PM,4,false
544,Namfix,Korean,Cheep,Dorton,3:35 AM,2,true
545,Greenlam,Japanese,Expensive,Anniversary,1:32 PM,2,false
546,Solarbreeze,Mexican,Expensive,Truax,10:33 PM,3,false
547,Voltsillam,Vegan,Expensive,Moland,9:03 PM,5,true
548,Treeflex,Korean,Expensive,Mcbride,6:49 AM,2,true
549,Stringtough,Thai,Medium,Moulton,2:14 PM,5,false
550,Stringtough,Vegan,Medium,Merrick,5:10 PM,1,true
551,Transcof,Japanese,Expensive,Oxford,2:20 AM,5,true
552,Andalax,Mediterranean,Expensive,Muir,8:47 AM,3,false
553,Flexidy,Indian,Medium,Maryland,12:40 AM,1,true
554,Regrant,American,Medium,Longview,9:30 PM,5,true
555,Hatity,French,Expensive,Hoffman,7:53 AM,2,false
556,Rank,Chinese,Expensive,Linden,8:03 AM,3,false
557,Tresom,Vegan,Expensive,Chinook,3:46 AM,5,true
558,Holdlamis,Indian,Expensive,Meadow Valley,9:49 AM,4,true
559,Bitchip,Vegan,Medium,Acker,6:20 PM,1,true
560,Fintone,Indian,Expensive,Moose,8:38 PM,5,false
561,Stronghold,Indian,Medium,Dawn,11:22 PM,2,false
562,Namfix,Indian,Medium,Westerfield,2:38 AM,5,false
563,Aerified,Italian,Medium,Fulton,2:07 AM,5,false
564,Redhold,Chinese,Cheep,Autumn Leaf,1:11 AM,4,false
565,Alpha,Vegan,Cheep,Vidon,8:30 PM,1,false
566,Subin,Mediterranean,Cheep,Reinke,7:03 AM,3,false
567,Zontrax,American,Medium,Londonderry,3:36 AM,3,false
568,Voltsillam,French,Cheep,Magdeline,5:46 PM,1,false
569,Vagram,Italian,Expensive,Grim,7:13 PM,5,true
570,Home Ing,American,Expensive,Kennedy,3:27 PM,3,true
571,Fix San,Korean,Cheep,Ludington,8:34 PM,1,true
572,Y-Solowarm,Italian,Medium,Derek,10:41 AM,1,true
573,Fixflex,Thai,Medium,Delaware,3:18 PM,5,true
574,Overhold,Japanese,Expensive,Kropf,3:06 PM,1,true
575,Stronghold,American,Medium,Coleman,9:57 AM,4,true
576,Rank,Mexican,Expensive,Fordem,5:06 AM,1,true
577,Trippledex,Mediterranean,Medium,Reinke,11:07 AM,5,true
578,Veribet,Vegan,Expensive,Huxley,7:13 PM,3,false
579,Alpha,Thai,Medium,La Follette,8:35 PM,1,false
580,Zaam-Dox,Japanese,Cheep,Oak Valley,2:39 PM,3,true
581,Sonsing,Mediterranean,Expensive,Butternut,1:16 PM,4,true
582,Latlux,Chinese,Medium,Namekagon,3:38 PM,5,true
583,Matsoft,Chinese,Medium,Granby,9:55 PM,1,true
584,Ronstring,American,Expensive,Sachtjen,8:50 PM,2,true
585,Voltsillam,American,Expensive,Becker,11:56 AM,4,false
586,Hatity,Mexican,Medium,Sullivan,1:08 AM,3,true
587,Home Ing,Italian,Cheep,Parkside,11:46 AM,3,false
588,Viva,Thai,Expensive,Muir,5:53 PM,4,true
589,Bytecard,Korean,Cheep,Di Loreto,11:38 PM,5,false
590,Konklux,French,Medium,Superior,6:22 PM,3,false
591,Trippledex,Chinese,Cheep,Hudson,6:47 AM,2,false
592,Lotstring,French,Expensive,Annamark,7:28 PM,2,false
593,Konklux,French,Expensive,8th,9:04 AM,2,false
594,Konklux,Thai,Cheep,Bultman,11:58 AM,1,true
595,Greenlam,Korean,Medium,Nevada,11:44 AM,2,false
596,Mat Lam Tam,Thai,Medium,Ohio,11:40 AM,5,true
597,Y-find,Italian,Medium,Maryland,8:02 AM,3,false
598,Matsoft,Mediterranean,Cheep,Jackson,11:03 AM,1,true
599,Tres-Zap,Chinese,Medium,Bobwhite,8:59 AM,3,true
600,Solarbreeze,Indian,Cheep,Packers,10:29 PM,1,false
601,Holdlamis,Indian,Medium,Marcy,7:31 PM,5,false
602,Home Ing,Korean,Medium,Northwestern,1:31 PM,5,false
603,Ventosanzap,Mexican,Expensive,Sullivan,3:24 PM,1,false
604,Bitwolf,Mexican,Medium,Bluestem,8:09 AM,5,false
605,Tresom,Italian,Medium,Karstens,7:39 AM,3,false
606,Vagram,Mediterranean,Expensive,Canary,1:14 AM,3,false
607,Home Ing,Mexican,Cheep,Anzinger,3:51 PM,1,false
608,Latlux,Indian,Medium,Michigan,2:40 PM,3,true
609,Cookley,Vegan,Expensive,Melody,3:13 PM,1,true
610,Biodex,Italian,Medium,Duke,8:56 PM,3,false
611,Job,Korean,Cheep,Sunnyside,8:31 AM,5,false
612,Sonair,Korean,Medium,Northview,9:47 AM,4,false
613,Temp,Mediterranean,Medium,Darwin,9:22 PM,3,true
614,Redhold,Japanese,Expensive,Johnson,6:58 PM,3,false
615,Solarbreeze,Korean,Cheep,Milwaukee,10:28 PM,1,true
616,Bamity,Chinese,Cheep,Tennessee,11:50 PM,1,true
617,Bigtax,Mexican,Cheep,Stoughton,2:29 AM,5,false
618,Greenlam,French,Medium,Nobel,10:05 PM,1,true
619,Span,Italian,Expensive,Meadow Ridge,9:45 PM,3,false
620,Vagram,Thai,Medium,Chinook,7:05 AM,1,true
621,Biodex,Korean,Expensive,Vahlen,6:42 PM,2,false
622,Fix San,Japanese,Medium,Grayhawk,8:53 AM,2,true
623,Kanlam,Italian,Cheep,Village Green,12:24 AM,3,true
624,Mat Lam Tam,Vegan,Medium,Everett,8:12 AM,2,true
625,Matsoft,Japanese,Cheep,Macpherson,5:41 AM,2,true
626,Mat Lam Tam,Indian,Expensive,Lien,11:01 AM,2,false
627,Bytecard,Thai,Expensive,Superior,1:17 PM,1,true
628,Bitchip,Italian,Expensive,Pennsylvania,11:39 AM,5,false
629,Pannier,Japanese,Expensive,Forest,6:56 PM,5,false
630,Otcom,Vegan,Cheep,Karstens,7:19 PM,4,false
631,Y-Solowarm,Mediterranean,Cheep,Talisman,5:50 AM,1,false
632,Greenlam,Italian,Expensive,Buena Vista,4:07 AM,2,true
633,Sub-Ex,Mediterranean,Medium,Kensington,10:19 PM,4,true
634,Stim,Japanese,Expensive,Bowman,7:20 PM,1,false
635,Vagram,Thai,Cheep,Lukken,7:58 AM,4,false
636,Ronstring,American,Cheep,Del Sol,3:29 PM,2,false
637,Duobam,Japanese,Medium,Sachtjen,7:25 PM,4,false
638,Overhold,Mediterranean,Medium,Weeping Birch,4:22 AM,3,false
639,Otcom,Thai,Cheep,Express,7:44 AM,3,false
640,Temp,Thai,Expensive,High Crossing,4:09 PM,1,false
641,Voltsillam,Chinese,Expensive,Petterle,10:54 AM,3,true
642,Flowdesk,Indian,Cheep,Fulton,8:25 AM,5,true
643,Sub-Ex,Japanese,Expensive,Loftsgordon,2:39 AM,2,true
644,Rank,French,Cheep,Northridge,10:39 PM,5,false
645,Voyatouch,Vegan,Cheep,Nevada,11:50 PM,3,true
646,Aerified,French,Medium,Fallview,10:32 AM,1,true
647,Stringtough,Thai,Expensive,Loftsgordon,2:15 AM,4,true
648,Flowdesk,Vegan,Expensive,Sugar,6:01 PM,5,false
649,Solarbreeze,Vegan,Expensive,Coolidge,4:59 PM,4,false
650,Wrapsafe,Mexican,Medium,Logan,4:26 PM,3,true
651,Temp,Thai,Medium,Brentwood,3:28 AM,1,false
652,Daltfresh,Thai,Medium,Myrtle,8:44 AM,5,true
653,Biodex,Mexican,Expensive,Butternut,8:56 PM,3,false
654,Sonair,Italian,Cheep,Drewry,10:08 PM,5,true
655,Ventosanzap,French,Medium,Kinsman,1:28 PM,5,true
656,Latlux,Thai,Cheep,Bayside,9:21 PM,2,false
657,Y-find,Italian,Cheep,Banding,11:49 AM,2,true
658,Asoka,Chinese,Expensive,Acker,6:00 AM,1,false
659,Vagram,Japanese,Expensive,Larry,1:36 AM,4,false
660,Zaam-Dox,French,Cheep,Eggendart,12:53 AM,1,false
661,Bigtax,Korean,Expensive,Bonner,9:29 PM,4,false
662,Opela,Chinese,Medium,Loomis,9:48 PM,1,false
663,Temp,Vegan,Expensive,Artisan,1:35 AM,5,true
664,Zoolab,Korean,Expensive,Sachtjen,4:04 AM,2,true
665,Wrapsafe,Chinese,Medium,Morrow,2:55 AM,2,false
666,Alpha,Chinese,Medium,Gina,4:34 PM,1,false
667,Fix San,Indian,Cheep,Dryden,9:14 PM,1,true
668,Wrapsafe,American,Medium,John Wall,11:42 AM,2,true
669,Holdlamis,Indian,Cheep,1st,1:50 AM,5,false
670,Overhold,Thai,Medium,Toban,3:44 PM,2,false
671,Aerified,Vegan,Cheep,Hazelcrest,7:55 AM,5,false
672,Subin,Mediterranean,Expensive,Bashford,6:05 AM,3,false
673,Voltsillam,Vegan,Medium,Lakewood Gardens,10:48 AM,2,false
674,Cardguard,Japanese,Cheep,Hooker,10:25 AM,5,true
675,Ventosanzap,Thai,Medium,Graedel,8:03 PM,2,true
676,Y-find,American,Cheep,Surrey,4:14 PM,4,false
677,Voltsillam,American,Medium,Claremont,10:54 PM,2,true
678,Zaam-Dox,Mexican,Cheep,Del Sol,6:01 AM,1,false
679,Keylex,American,Medium,Emmet,1:25 AM,5,false
680,Sonair,American,Expensive,Maryland,9:24 PM,4,true
681,Quo Lux,French,Medium,Jackson,2:05 AM,5,true
682,Ventosanzap,American,Medium,Pepper Wood,2:56 AM,1,false
683,Bigtax,Mediterranean,Medium,Novick,2:17 PM,4,true
684,Fixflex,Japanese,Expensive,Stephen,4:24 PM,3,false
685,Hatity,Mexican,Cheep,Sutherland,1:26 PM,1,false
686,Bigtax,Japanese,Expensive,Kedzie,4:50 PM,3,false
687,Treeflex,Italian,Expensive,Nelson,7:59 AM,5,false
688,Treeflex,Korean,Cheep,Moland,4:18 AM,2,true
689,Job,Korean,Cheep,Maywood,1:02 PM,2,true
690,Bytecard,Korean,Expensive,Killdeer,11:43 PM,3,true
691,Temp,Indian,Expensive,Basil,7:56 AM,4,false
692,Stim,Italian,Expensive,Dorton,8:32 PM,5,false
693,Daltfresh,American,Expensive,2nd,2:01 AM,2,true
694,Andalax,Thai,Medium,Schlimgen,1:55 AM,1,true
695,Wrapsafe,French,Medium,Commercial,6:12 AM,2,true
696,Domainer,Vegan,Expensive,Caliangt,7:20 AM,3,true
697,Ventosanzap,Italian,Cheep,Ludington,3:22 PM,2,false
698,Flowdesk,Mexican,Medium,Donald,11:20 PM,1,false
699,Flexidy,Japanese,Expensive,Bluejay,4:45 AM,3,false
700,Bitwolf,American,Expensive,Waubesa,1:45 PM,3,true
701,Sonair,Korean,Expensive,Fairfield,12:32 PM,3,false
702,Flexidy,American,Cheep,Scott,4:22 AM,1,false
703,Biodex,Korean,Medium,Rutledge,3:25 AM,3,false
704,Bamity,Japanese,Expensive,Manley,7:56 AM,4,false
705,Tin,French,Expensive,Tennyson,8:23 PM,2,false
706,Domainer,Thai,Expensive,Eastwood,11:03 PM,1,false
707,Keylex,Mexican,Medium,John Wall,5:47 PM,5,false
708,Fix San,American,Expensive,Bluestem,10:46 AM,1,false
709,Overhold,Mexican,Medium,Holy Cross,12:04 AM,3,false
710,Gembucket,Korean,Medium,Schiller,7:07 PM,5,false
711,Ventosanzap,Mediterranean,Medium,Westerfield,8:57 AM,2,true
712,It,French,Expensive,Golf Course,11:24 PM,5,false
713,Toughjoyfax,American,Expensive,1st,11:18 AM,3,true
714,Transcof,Mediterranean,Expensive,Superior,10:21 AM,5,false
715,Latlux,Mediterranean,Medium,Loomis,2:31 AM,2,false
716,Bytecard,Vegan,Medium,Ridgeview,3:23 AM,5,false
717,Temp,Mexican,Expensive,Jenna,12:00 AM,3,true
718,Opela,Korean,Cheep,Sloan,6:22 AM,4,true
719,Treeflex,Korean,Expensive,Parkside,9:29 PM,2,true
720,Alpha,Mediterranean,Expensive,Raven,2:45 PM,3,true
721,Holdlamis,Vegan,Cheep,Arrowood,5:18 AM,1,true
722,Overhold,Italian,Expensive,Veith,2:23 AM,1,true
723,Ventosanzap,Thai,Medium,Elmside,4:01 AM,5,false
724,Konklab,Chinese,Cheep,Morning,11:22 PM,2,false
725,Toughjoyfax,French,Medium,Badeau,5:32 AM,3,true
726,Zontrax,Indian,Cheep,Hauk,2:24 AM,3,false
727,Redhold,Chinese,Medium,Hanover,12:12 AM,4,true
728,Matsoft,Japanese,Medium,Birchwood,3:57 PM,3,false
729,Fintone,Chinese,Cheep,Cherokee,4:27 PM,1,false
730,Fix San,Thai,Cheep,Gina,6:07 AM,3,false
731,Overhold,Chinese,Medium,3rd,4:25 AM,5,false
732,Rank,American,Expensive,Derek,11:57 PM,4,false
733,Transcof,Chinese,Cheep,Rowland,11:01 PM,2,true
734,Zathin,French,Medium,Mandrake,9:14 PM,2,false
735,Daltfresh,Korean,Medium,Clarendon,11:45 PM,4,false
736,Duobam,Indian,Cheep,Tennessee,7:46 PM,3,false
737,Quo Lux,Korean,Cheep,Blue Bill Park,5:14 PM,1,false
738,Fix San,French,Cheep,Mitchell,3:54 PM,4,false
739,Prodder,Italian,Medium,Vermont,3:17 PM,4,true
740,Aerified,Thai,Cheep,Service,5:17 PM,3,false
741,Stringtough,French,Medium,Comanche,5:39 PM,2,true
742,Cardguard,French,Expensive,Laurel,3:56 PM,4,true
743,Stringtough,Korean,Expensive,Badeau,7:42 PM,4,true
744,Stim,Korean,Expensive,Londonderry,11:11 PM,2,false
745,Cardify,Indian,Medium,Fordem,10:37 AM,2,false
746,It,Mediterranean,Expensive,Sloan,6:16 PM,5,true
747,Alpha,Vegan,Expensive,Brickson Park,1:18 PM,4,false
748,Bitchip,Korean,Cheep,Cottonwood,1:35 PM,1,true
749,Voltsillam,Mexican,Medium,Buell,12:38 AM,1,true
750,Sonair,Japanese,Expensive,Barnett,8:24 PM,4,false
751,Asoka,Italian,Expensive,Eastwood,3:21 AM,2,false
752,Span,Italian,Medium,Hazelcrest,4:34 AM,3,true
753,Treeflex,Vegan,Cheep,Pawling,6:17 PM,5,false
754,Hatity,Indian,Medium,Vermont,1:31 AM,3,false
755,Quo Lux,Vegan,Cheep,Lyons,10:38 AM,2,true
756,Tin,Mexican,Medium,Lighthouse Bay,3:29 AM,4,true
757,Latlux,Mexican,Cheep,Hanson,10:01 PM,5,false
758,Bamity,Indian,Cheep,Mariners Cove,12:49 PM,4,false
759,Job,Korean,Medium,Holy Cross,5:20 PM,4,false
760,Voltsillam,Indian,Medium,Tennyson,3:03 PM,5,true
761,Konklab,Japanese,Medium,Sloan,9:41 AM,3,false
762,Regrant,American,Expensive,Comanche,7:58 PM,2,true
763,Zamit,Chinese,Expensive,Portage,2:45 AM,5,true
764,Tres-Zap,French,Expensive,Warner,5:05 AM,4,false
765,Zoolab,Japanese,Expensive,Vidon,5:34 AM,3,true
766,Daltfresh,Mediterranean,Expensive,Cherokee,6:47 PM,1,true
767,Bitwolf,Indian,Cheep,Green Ridge,12:40 AM,1,false
768,Domainer,Japanese,Cheep,Victoria,1:43 AM,1,true
769,Alpha,Japanese,Expensive,Vermont,2:36 AM,5,false
770,Bigtax,Indian,Expensive,American Ash,8:40 PM,2,false
771,Y-find,Mexican,Cheep,Sugar,9:51 AM,5,true
772,Treeflex,Mexican,Expensive,Ruskin,12:35 AM,4,false
773,Sonsing,Vegan,Medium,Nova,8:55 PM,1,false
774,Quo Lux,Japanese,Expensive,Nevada,11:05 PM,2,false
775,Latlux,Vegan,Cheep,Havey,6:06 AM,2,false
776,Fixflex,Indian,Expensive,Alpine,4:56 AM,4,true
777,Regrant,Indian,Cheep,Lerdahl,5:43 PM,2,true
778,Konklux,Chinese,Medium,Fordem,7:44 AM,2,true
779,It,Korean,Cheep,Bobwhite,1:04 PM,4,true
780,Asoka,Mexican,Cheep,Veith,11:01 PM,5,true
781,Fix San,Thai,Medium,Buhler,10:55 PM,5,false
782,Keylex,Vegan,Medium,Scofield,10:32 PM,4,true
783,Veribet,French,Cheep,Fuller,12:09 PM,4,true
784,It,Italian,Expensive,Westend,1:41 AM,1,true
785,Zathin,Indian,Medium,Union,3:30 AM,1,true
786,Bamity,Korean,Medium,Park Meadow,2:47 AM,5,false
787,Ronstring,Vegan,Cheep,Armistice,1:42 AM,5,false
788,Viva,Thai,Expensive,Pawling,4:59 PM,3,false
789,Bamity,Mexican,Medium,Barnett,3:32 AM,1,false
790,Trippledex,Italian,Medium,Fisk,6:37 PM,5,true
791,Biodex,Indian,Medium,Forster,10:56 PM,4,false
792,Tresom,Korean,Expensive,Mandrake,9:24 PM,3,true
793,Redhold,American,Cheep,Hagan,8:17 PM,1,true
794,Flowdesk,Italian,Expensive,Dennis,9:46 PM,2,false
795,Alphazap,Thai,Cheep,Hudson,4:54 PM,5,false
796,Konklux,Korean,Expensive,Tennessee,8:50 PM,5,true
797,Fixflex,Thai,Medium,Kenwood,5:30 PM,2,false
798,Viva,Mexican,Expensive,Chive,10:14 AM,5,true
799,Overhold,Vegan,Medium,Johnson,3:51 PM,3,false
800,Veribet,Indian,Cheep,Walton,4:39 AM,3,false
801,Pannier,Italian,Expensive,Sunfield,8:24 AM,3,true
802,Tampflex,Japanese,Medium,Mayfield,12:44 AM,4,true
803,Y-Solowarm,American,Cheep,Birchwood,3:45 PM,3,true
804,Otcom,Korean,Medium,Rigney,1:58 PM,3,true
805,Quo Lux,Chinese,Medium,Northview,3:59 PM,5,false
806,Tempsoft,French,Expensive,Hudson,12:53 AM,3,true
807,Lotlux,American,Medium,Sutherland,2:01 AM,2,true
808,Biodex,Indian,Cheep,Lyons,7:39 AM,2,false
809,Tampflex,Thai,Cheep,Haas,7:19 PM,4,true
810,Temp,Korean,Expensive,Beilfuss,9:00 PM,2,false
811,Stringtough,Italian,Medium,Namekagon,5:06 AM,5,true
812,Andalax,Chinese,Cheep,Melrose,2:04 PM,5,false
813,Gembucket,Chinese,Medium,Burrows,1:46 AM,3,true
814,Ventosanzap,Mexican,Cheep,Forest Dale,11:14 PM,5,true
815,Sonsing,Indian,Expensive,Mitchell,1:21 AM,1,false
816,Fixflex,Mexican,Expensive,Lotheville,4:20 AM,4,true
817,Ventosanzap,Thai,Cheep,Rusk,12:53 AM,1,true
818,Fix San,Indian,Cheep,Stephen,10:06 AM,5,false
819,Namfix,Vegan,Expensive,Carberry,3:32 AM,2,true
820,Temp,Korean,Expensive,Warner,7:03 PM,3,true
821,Job,American,Cheep,Pepper Wood,7:42 AM,3,false
822,It,Chinese,Medium,Schurz,3:50 PM,3,true
823,Cardguard,Korean,Expensive,Schiller,3:28 PM,1,false
824,Regrant,Italian,Expensive,Graceland,3:23 PM,3,true
825,Bitwolf,Japanese,Cheep,Gerald,3:38 PM,4,true
826,Keylex,American,Medium,Monterey,10:00 PM,3,false
827,Lotstring,Vegan,Expensive,Lukken,11:40 PM,1,true
828,Cardguard,Italian,Expensive,Anniversary,10:51 PM,2,true
829,Ronstring,Mediterranean,Medium,Mcguire,5:35 PM,5,false
830,Viva,Mediterranean,Expensive,Marquette,10:02 PM,2,false
831,Daltfresh,Indian,Expensive,Mallard,10:07 PM,5,false
832,Zontrax,Thai,Cheep,Hayes,8:59 AM,3,false
833,Job,Thai,Medium,3rd,9:51 PM,3,false
834,Domainer,Thai,Cheep,South,2:31 AM,1,true
835,Ventosanzap,American,Expensive,Golf Course,10:35 AM,2,false
836,Home Ing,French,Expensive,Bluejay,11:05 AM,2,true
837,Home Ing,Mexican,Cheep,Fairview,8:02 AM,2,true
838,Stim,American,Cheep,Anniversary,8:32 PM,2,true
839,Aerified,Thai,Medium,Rockefeller,10:47 AM,5,false
840,Zamit,Indian,Cheep,Kedzie,1:32 AM,4,true
841,Wrapsafe,Vegan,Medium,Golf,1:09 PM,4,false
842,Toughjoyfax,Mediterranean,Cheep,Namekagon,9:54 PM,3,false
843,Stronghold,Mexican,Expensive,Myrtle,12:10 PM,5,true
844,Mat Lam Tam,Mediterranean,Expensive,Mifflin,9:10 AM,2,true
845,It,Italian,Cheep,Lawn,12:26 AM,5,true
846,It,Mexican,Expensive,Butterfield,3:19 AM,5,true
847,Namfix,Chinese,Cheep,Sage,3:33 AM,2,true
848,Kanlam,Thai,Expensive,Maple,2:05 PM,4,false
